2.41591	-18.5381
-0.388001	-2.24349
2.48529	-0.389331
-1.0492	-2.80791
3.39363	-6.62962
-5.82539	-4.40808
-0.835584	-2.44507
-6.53918	-4.97719
2.08692	-3.54235
3.69071	-3.43792
0.251214	-6.03277
4.86962	-4.77765
3.74159	-6.80753
2.04444	-4.711
4.57346	-3.14738
-9.03752	-18.8617
-15.7031	-27.4589
-19.8541	-20.6266
-13.2007	-30.4886
-15.4904	-27.8626
-13.3008	-26.7613
-11.1248	-28.9447
-11.6184	-26.7317
-4.22197	-26.0198
-0.090963	-17.4116
-0.664045	-18.8741
-0.496662	-19.9684
1.96116	-21.0593
3.02387	-21.0422
3.76226	-21.6791
7.35544	-22.2393
6.96028	-21.7171
8.53504	-22.3435
7.8126	-21.8234
9.67402	-22.5576
8.9719	-24.6307
4.10543	-15.4756
-0.467605	-21.1575
0.299883	-26.8063
-0.272678	-30.2779
-0.471936	-32.5912
0.0889161	-36.2205
-0.00913441	-38.0692
-3.58643	-36.1764
-2.98217	-35.2409
-5.08753	-33.0269
-4.48582	-33.9138
1.28948	-18.1775
-0.610482	-31.3683
0.326161	-36.9312
-2.23501	-36.1741
-5.44724	-34.9348
-7.45171	-34.7423
-7.63189	-34.9194
-6.93239	-33.8806
-6.68237	-34.4046
-4.38229	-36.1443
4.33193	-36.0062
2.3737	-26.7922
-0.735181	-22.4901
-3.59361	-24.0495
-1.79543	-29.3293
-1.19734	-28.9476
-0.867734	-29.5428
-0.0414101	-29.3509
2.99685	-31.2157
2.32117	-29.8846
3.11638	-23.3836
0.212551	-16.1461
-1.20486	-18.6979
-2.70805	-17.1135
-3.68666	-18.5428
-2.79588	-20.3854
-3.5551	-22.7998
-3.25476	-26.5529
-6.01944	-25.1845
-5.96085	-24.8653
-8.43629	-15.2257
-8.66397	-13.706
-4.82911	-14.4592
-3.69757	-21.9266
-5.70198	-21.6395
-6.46011	-24.1468
-6.73154	-25.5412
-8.86286	-25.9474
-8.62677	-26.9839
-5.41364	-30.0731
-3.50102	-31.7182
-2.51114	-29.0872
-0.743511	-28.4246
-6.15266	-24.6841
-6.52188	-17.7845
-5.38609	-20.1944
-10.4729	-16.8573
-10.8127	-12.7854
-5.07368	-13.041
1.95497	-14.1602
1.64768	-3.77642
-6.08292	-8.33024
-14.8632	-6.21763
-5.46249	-3.93747
5.62836	-6.847
-3.24322	-10.3205
-0.634911	-16.1328
4.33069	-10.0353
1.80829	-25.0849
1.70916	-24.3544
1.56227	-21.3482
-3.72881	-20.9643
-5.0624	-19.8964
-0.484364	-22.8413
2.07645	-26.7794
0.431085	-25.3375
-2.49168	-18.7634
-1.76861	-14.1163
1.17054	-15.9047
8.35848	-6.59539
1.02906	-4.08557
-2.46839	-6.81846
-13.7359	-13.9454
-12.7088	-4.03315
-13.6071	-3.04075
-9.4518	-2.92032
-19.0573	1.16064
-12.99	-8.64619
-13.6781	-14.951
-1.30986	-8.99347
-5.65173	-22.5564
3.75478	-12.7862
3.43496	-9.55991
5.63539	-9.75094
4.83402	-5.73174
6.28614	-4.04391
3.20711	-0.479285
9.47574	-2.4451
8.10841	5.24164
2.74663	-1.08627
-1.28338	-10.6618
4.4941	-13.5253
0.382333	-26.703
4.98133	-20.4704
5.50563	-10.3668
-0.22201	-8.47309
-5.78549	-18.7292
-2.99591	-28.3158
-7.33167	-26.2332
-6.41769	-27.2225
-5.5741	-27.8036
-3.32055	-27.8999
-4.10423	-26.8477
-8.50735	-22.2996
-10.2452	-17.6674
-11.0622	-12.401
-11.9602	-7.43097
-9.1544	-4.17243
-12.524	-0.371584
-14.3112	2.91704
-15.4664	1.04571
-16.6523	-0.324443
-19.5287	-2.74945
-10.6695	-0.165341
0.410674	-6.85416
-0.0804958	-3.97229
-4.64781	-10.0837
2.44259	-3.84303
5.32511	-6.9825
3.86209	2.86425
5.04984	2.67197
2.43231	-9.225
4.93268	-14.2993
3.26572	-8.90906
3.75637	-16.2902
12.4203	-10.4874
7.83638	-17.3974
1.86723	-25.3434
-9.76908	-25.5345
